Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
468,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
469,Mitchell Robinson\robinmi01,C,23,NYK,51,42,25.2,3.6,4.6,.768,0.0,0.0,,3.6,4.6,.768,.768,1.3,2.5,.520,3.8,4.8,8.6,0.5,0.6,1.6,0.7,2.7,8.4
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,36,23.0,2.7,6.6,.401,1.1,3.4,.333,1.5,3.2,.472,.486,0.7,1.0,.714,1.6,4.2,5.8,1.0,0.6,0.3,0.8,1.7,7.1
471,Isaiah Roby\robyis01,PF,23,OKC,20,6,14.1,2.6,4.7,.543,0.6,1.4,.444,2.0,3.4,.582,.606,0.8,1.1,.762,1.1,2.1,3.2,0.7,0.5,0.5,0.9,1.6,6.5
472,Rajon Rondo\rondora01,PG,35,TOT,30,0,18.3,1.8,4.9,.367,0.8,2.3,.329,1.0,2.6,.403,.446,0.6,0.7,.810,0.4,2.6,3.0,4.2,0.8,0.2,1.9,1.5,4.9
472,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
472,Rajon Rondo\rondora01,PG,35,CLE,12,0,21.7,2.6,6.3,.408,1.3,3.3,.375,1.3,3.0,.444,.507,1.3,1.6,.842,0.3,3.3,3.5,4.8,1.1,0.0,1.8,1.7,7.8
473,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
474,Terrence Ross\rosste01,SG,30,ORL,49,0,24.4,3.8,9.3,.407,1.4,4.3,.319,2.4,4.9,.485,.482,2.0,2.3,.874,0.3,2.3,2.6,2.0,0.5,0.2,1.4,1.1,10.9
475,Terry Rozier\roziete01,SG,27,CHO,49,49,33.6,6.9,16.0,.431,3.0,8.3,.365,3.9,7.7,.501,.525,2.0,2.5,.810,0.8,3.6,4.4,4.3,1.1,0.3,1.3,1.5,18.8
476,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
477,D'Angelo Russell\russeda01,PG,25,MIN,43,43,32.1,6.6,15.9,.416,3.0,8.4,.355,3.6,7.4,.484,.510,2.9,3.5,.816,0.3,3.1,3.5,6.9,1.0,0.5,2.6,2.2,19.1
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,49,48,34.7,7.1,12.2,.581,0.7,2.2,.321,6.4,10.0,.639,.610,4.0,5.4,.741,3.3,8.8,12.1,5.1,1.0,0.4,3.0,3.1,18.9
478,Domantas Sabonis\sabondo01,C,25,IND,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
478,Domantas Sabonis\sabondo01,PF,25,SAC,2,2,33.0,8.5,14.0,.607,0.0,0.5,.000,8.5,13.5,.630,.607,2.0,2.5,.800,3.0,9.5,12.5,6.0,0.5,0.0,3.0,4.0,19.0
479,Olivier Sarr\sarrol01,C,22,OKC,2,0,7.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,1.0,1.0,1.000,0.0,2.5,2.5,0.0,0.0,1.0,0.0,0.5,2.0
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8
481,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
482,Admiral Schofield\schofad01,SF,24,ORL,22,1,11.2,1.3,2.7,.475,0.5,1.6,.314,0.8,1.1,.708,.568,0.1,0.2,.600,0.3,1.7,2.0,0.7,0.1,0.2,0.5,1.3,3.2
483,Dennis Schröder\schrode01,SG,28,BOS,49,25,29.2,5.2,11.9,.440,1.4,3.9,.349,3.9,8.0,.485,.497,2.5,3.0,.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
484,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
485,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
486,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
487,Alperen Şengün\sengual01,C,19,HOU,47,4,18.7,3.0,6.3,.477,0.3,1.2,.259,2.7,5.1,.529,.502,2.3,3.2,.697,1.7,3.0,4.7,2.5,0.8,1.0,2.0,2.9,8.6
488,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
489,Landry Shamet\shamela01,SG,24,PHO,45,7,19.8,2.4,6.4,.370,1.6,4.5,.353,0.8,2.0,.409,.493,1.0,1.2,.852,0.2,1.7,1.9,1.6,0.5,0.1,0.5,1.2,7.4
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,28,8,13.2,2.8,5.0,.568,0.0,0.1,.250,2.8,4.8,.578,.572,0.8,1.3,.568,2.8,2.6,5.4,0.5,0.4,0.5,1.0,2.1,6.4
491,Pascal Siakam\siakapa01,PF,27,TOR,42,42,37.9,8.5,17.0,.500,1.1,3.2,.356,7.4,13.8,.534,.534,3.9,5.4,.733,2.1,6.6,8.7,5.2,1.3,0.8,2.7,3.5,22.1
492,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6
492,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
493,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
494,Anfernee Simons\simonan01,SG,22,POR,51,24,29.1,5.9,13.5,.440,2.9,7.4,.396,3.0,6.1,.495,.549,1.6,1.8,.880,0.5,2.2,2.7,3.8,0.5,0.1,1.9,1.9,16.4
495,Jericho Sims\simsje01,PF,23,NYK,18,0,6.5,0.4,0.6,.727,0.0,0.0,,0.4,0.6,.727,.727,0.2,0.2,.750,0.6,0.9,1.5,0.1,0.2,0.4,0.1,0.6,1.1
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
497,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
498,Marcus Smart\smartma01,PG,27,BOS,49,49,33.1,4.1,9.9,.409,1.5,4.8,.309,2.6,5.1,.504,.485,2.2,2.7,.791,0.7,3.4,4.0,5.4,1.9,0.3,2.1,2.4,11.8
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
500,Ish Smith\smithis01,PG,33,TOT,38,1,14.0,2.0,5.1,.401,0.3,0.7,.423,1.7,4.4,.398,.430,0.3,0.5,.632,0.3,1.2,1.6,2.7,0.6,0.3,1.0,0.9,4.7
500,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
500,Ish Smith\smithis01,PG,33,WAS,1,0,20.0,4.0,7.0,.571,1.0,1.0,1.000,3.0,6.0,.500,.643,0.0,0.0,,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,9.0
501,Jalen Smith\smithja04,PF,21,TOT,31,4,13.7,2.4,5.0,.481,0.4,1.5,.261,2.0,3.5,.574,.519,1.4,1.9,.759,1.9,3.0,5.0,0.2,0.2,0.6,0.8,1.8,6.6
501,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
501,Jalen Smith\smithja04,PF,21,IND,2,0,22.0,5.5,8.5,.647,1.5,3.5,.429,4.0,5.0,.800,.735,2.0,3.0,.667,2.5,5.0,7.5,0.0,0.5,1.0,1.5,2.0,14.5
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
503,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
504,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
505,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
506,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
507,Lance Stephenson\stephla01,SG-SF,31,TOT,28,1,17.5,3.2,7.0,.456,0.5,2.1,.259,2.6,4.9,.540,.495,1.4,1.7,.813,0.4,2.5,2.9,3.6,0.4,0.0,1.6,1.9,8.3
507,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
507,Lance Stephenson\stephla01,SG,31,IND,22,1,19.1,3.8,8.3,.462,0.7,2.5,.273,3.1,5.8,.543,.503,1.7,2.1,.826,0.4,2.6,3.0,4.1,0.5,0.0,1.9,2.0,10.0
508,Lamar Stevens\stevela01,PF,24,CLE,41,8,14.3,2.0,4.3,.475,0.3,1.1,.295,1.7,3.2,.534,.511,0.6,1.0,.625,0.7,1.5,2.2,0.6,0.5,0.2,0.5,1.4,5.0
509,Isaiah Stewart\stewais01,C,20,DET,48,48,25.9,3.6,6.9,.521,0.1,0.5,.125,3.5,6.4,.552,.526,0.9,1.4,.652,3.0,5.4,8.5,1.1,0.3,1.2,1.3,2.9,8.2
510,Max Strus\strusma01,SF,25,MIA,45,9,24.1,3.8,8.6,.442,2.7,6.6,.409,1.1,2.1,.548,.598,0.7,0.9,.762,0.4,2.9,3.3,1.3,0.3,0.2,0.8,1.7,11.0
511,Jalen Suggs\suggsja01,PG,20,ORL,37,34,27.8,4.4,11.8,.370,1.0,4.2,.240,3.4,7.6,.441,.413,2.6,3.5,.760,0.6,3.1,3.7,4.4,1.2,0.4,3.1,3.0,12.4
512,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
513,Keifer Sykes\sykeske01,PG,28,IND,19,10,18.8,2.4,6.5,.363,0.9,3.1,.305,1.4,3.4,.415,.435,0.6,0.7,.857,0.3,1.5,1.8,2.0,0.4,0.2,1.3,1.9,6.3
514,Jae'Sean Tate\tateja01,SF,26,HOU,53,52,27.5,4.8,9.7,.500,0.8,2.6,.297,4.1,7.1,.575,.540,1.9,2.7,.699,1.7,3.8,5.6,3.1,1.0,0.6,1.9,3.7,12.3
515,Jayson Tatum\tatumja01,SF,23,BOS,54,54,36.1,9.0,20.8,.432,2.7,8.4,.326,6.2,12.4,.504,.498,5.1,6.0,.843,1.2,7.2,8.4,4.1,1.0,0.7,2.9,2.4,25.7
516,Terry Taylor\taylote01,SG,22,IND,11,1,16.3,3.7,6.7,.554,0.4,0.7,.500,3.4,6.0,.561,.581,0.9,1.1,.833,3.5,2.9,6.5,1.5,0.1,0.2,0.4,1.8,8.7
517,Garrett Temple\templga01,SG,35,NOP,52,16,19.4,1.9,5.2,.375,1.0,3.2,.313,0.9,2.0,.476,.472,0.5,0.8,.718,0.5,2.0,2.6,1.3,0.8,0.4,0.7,1.5,5.4
518,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
519,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
520,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
521,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
522,Brodric Thomas\thomabr01,SG,25,BOS,7,0,4.0,0.1,1.3,.111,0.0,0.9,.000,0.1,0.4,.333,.111,0.3,0.3,1.000,0.3,0.4,0.7,0.7,0.0,0.0,0.4,0.1,0.6
523,Cam Thomas\thomaca02,SG,20,BRK,45,2,19.0,3.6,8.1,.447,0.8,3.0,.274,2.8,5.1,.548,.497,1.2,1.4,.800,0.2,2.3,2.5,1.2,0.6,0.2,0.8,1.0,9.2
524,Isaiah Thomas\thomais02,PG,32,TOT,5,1,22.8,3.0,9.4,.319,1.0,5.0,.200,2.0,4.4,.455,.372,1.6,2.2,.727,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
524,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
524,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
525,Matt Thomas\thomama02,SG,27,CHI,33,0,13.1,1.5,3.7,.410,1.0,2.5,.398,0.5,1.2,.436,.545,0.4,0.5,.765,0.1,1.3,1.4,0.6,0.2,0.1,0.2,0.5,4.4
526,Klay Thompson\thompkl01,SG,31,GSW,14,14,24.7,6.5,14.9,.438,3.0,7.7,.389,3.5,7.1,.490,.538,1.9,1.9,.963,0.4,3.3,3.7,2.9,0.6,0.5,1.5,1.5,17.9
527,Tristan Thompson\thomptr01,PF,30,TOT,32,3,15.2,2.4,5.0,.484,0.0,0.0,1.000,2.4,4.9,.481,.487,1.0,1.9,.532,2.3,2.9,5.3,0.6,0.3,0.4,0.9,1.7,5.9
527,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
527,Tristan Thompson\thomptr01,PF,30,IND,2,0,15.0,0.5,4.0,.125,0.0,0.0,,0.5,4.0,.125,.125,0.5,1.0,.500,1.5,2.0,3.5,0.5,0.0,0.0,0.5,1.0,1.5
528,JT Thor\thorjt01,PF,19,CHO,17,0,8.5,0.8,2.1,.389,0.4,1.2,.286,0.5,0.9,.533,.472,0.4,0.6,.700,0.4,0.9,1.3,0.6,0.4,0.4,0.3,0.9,2.4
529,Matisse Thybulle\thybuma01,SG,24,PHI,41,26,26.7,2.4,4.7,.508,0.7,2.4,.306,1.7,2.3,.716,.585,0.4,0.5,.714,0.5,1.8,2.3,1.1,1.9,1.1,0.6,2.3,5.9
530,Killian Tillie\tilliki02,C,23,MEM,32,3,13.3,1.3,3.6,.362,0.8,2.4,.338,0.5,1.2,.410,.474,0.2,0.3,.625,0.6,1.1,1.7,0.6,0.7,0.4,0.3,1.7,3.6
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,0,13.1,1.8,3.9,.451,0.2,0.9,.200,1.6,3.0,.525,.474,0.8,1.2,.646,1.2,1.8,3.0,1.0,1.1,0.4,0.7,1.3,4.5
532,Isaiah Todd\toddis01,PF,20,WAS,9,0,3.9,0.6,1.7,.333,0.4,1.1,.400,0.1,0.6,.200,.467,0.2,0.4,.500,0.2,0.8,1.0,0.1,0.2,0.2,0.1,0.1,1.8
533,Obi Toppin\toppiob01,PF,23,NYK,52,2,15.3,2.8,5.5,.512,0.4,1.7,.241,2.4,3.8,.630,.549,1.2,1.6,.750,0.9,2.7,3.6,0.9,0.3,0.4,0.8,1.3,7.3
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,55,5,14.6,1.8,3.7,.490,0.4,1.3,.301,1.4,2.3,.597,.545,0.6,1.0,.596,0.5,2.2,2.6,1.9,0.7,0.3,1.1,1.6,4.6
535,Karl-Anthony Towns\townska01,C,26,MIN,50,50,34.1,8.6,16.5,.522,2.1,5.1,.408,6.6,11.4,.573,.585,4.8,5.8,.818,2.9,6.7,9.6,4.0,1.0,1.1,3.3,3.6,24.1
536,Gary Trent Jr.\trentga02,SG,23,TOR,46,45,34.9,6.8,15.5,.436,3.2,7.9,.400,3.6,7.6,.474,.539,1.9,2.3,.821,0.3,2.3,2.7,2.0,1.9,0.3,1.0,2.1,18.6
537,P.J. Tucker\tuckepj01,PF,36,MIA,50,49,28.3,3.1,6.3,.498,1.4,3.1,.458,1.7,3.2,.537,.610,0.7,1.0,.720,1.4,4.0,5.4,2.1,0.8,0.2,1.0,2.4,8.4
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
539,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
540,Jonas Valančiūnas\valanjo01,C,29,NOP,50,50,31.4,6.9,12.9,.533,0.9,2.3,.400,6.0,10.6,.562,.569,3.3,4.0,.816,3.3,8.3,11.6,2.6,0.5,0.9,2.5,3.3,18.0
541,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
541,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
541,Denzel Valentine\valende01,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,52,45,25.9,3.0,5.0,.598,0.0,0.2,.182,3.0,4.8,.616,.602,1.1,1.7,.663,3.1,5.8,8.8,1.3,1.5,0.7,1.0,2.5,7.2
543,Fred VanVleet\vanvlfr01,PG,27,TOR,49,49,38.6,7.3,17.4,.419,4.0,10.0,.400,3.3,7.3,.444,.535,3.0,3.5,.871,0.8,3.8,4.6,7.1,1.7,0.5,2.7,2.4,21.6
544,Devin Vassell\vassede01,SF,21,SAS,49,10,25.6,4.5,10.2,.439,1.8,5.0,.354,2.7,5.2,.522,.526,0.9,1.1,.796,0.6,3.7,4.3,1.6,1.0,0.6,0.7,2.0,11.6
545,Gabe Vincent\vincega01,PG,25,MIA,48,19,24.0,3.4,7.8,.432,1.9,4.9,.391,1.5,3.0,.500,.553,0.7,0.9,.814,0.4,1.6,2.0,3.3,1.0,0.3,1.5,2.4,9.4
546,Nikola Vučević\vucevni01,C,31,CHI,50,50,33.8,7.6,16.0,.474,1.6,4.8,.326,6.0,11.2,.537,.523,1.2,1.6,.744,2.1,9.6,11.7,3.6,1.0,1.2,1.9,2.5,18.0
547,Dean Wade\wadede01,PF,25,CLE,42,24,19.3,2.0,4.3,.456,1.1,2.9,.366,0.9,1.4,.644,.580,0.4,0.6,.630,0.6,2.4,3.0,1.1,0.6,0.1,0.4,1.7,5.4
548,Franz Wagner\wagnefr01,SF,20,ORL,58,58,32.0,5.9,12.7,.464,1.3,3.5,.360,4.7,9.2,.504,.514,2.4,2.8,.852,1.1,3.5,4.6,3.0,0.9,0.5,1.6,2.1,15.5
549,Moritz Wagner\wagnemo01,C,24,ORL,45,0,12.5,2.6,5.3,.500,0.9,2.8,.331,1.7,2.5,.684,.586,1.4,1.8,.797,0.5,2.0,2.4,1.1,0.3,0.2,0.7,1.8,7.6
550,Ish Wainright\wainris01,PF,27,PHO,29,0,7.4,0.7,2.0,.362,0.3,1.1,.290,0.4,0.9,.444,.440,0.1,0.2,.429,0.7,0.6,1.3,0.3,0.3,0.2,0.3,1.1,1.9
551,Kemba Walker\walkeke02,PG,31,NYK,35,35,25.7,4.1,10.2,.404,2.0,5.5,.366,2.1,4.7,.448,.503,1.6,1.9,.833,0.4,2.7,3.1,3.5,0.7,0.1,1.3,1.1,11.8
552,Lonnie Walker IV\walkelo01,SG,23,SAS,52,6,22.6,4.0,10.3,.391,1.4,4.7,.291,2.7,5.6,.474,.457,1.5,1.8,.835,0.2,2.3,2.5,2.3,0.7,0.3,1.1,1.4,10.9
553,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
554,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
555,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
556,Duane Washington Jr.\washidu02,PG,21,IND,26,7,20.4,3.4,9.0,.380,1.6,4.6,.345,1.8,4.4,.417,.468,0.8,1.0,.808,0.1,1.8,1.9,2.0,0.5,0.0,1.0,1.4,9.2
557,P.J. Washington\washipj01,PF,23,CHO,41,4,24.7,3.5,7.7,.449,1.8,4.7,.389,1.6,3.0,.545,.568,1.1,1.5,.721,1.3,4.1,5.4,2.0,0.7,0.9,1.3,2.4,9.8
558,Yuta Watanabe\watanyu01,SF,27,TOR,24,4,15.0,1.8,4.4,.400,0.9,2.5,.356,0.9,1.9,.457,.500,0.6,1.1,.538,0.6,2.3,2.9,0.6,0.3,0.5,0.7,1.3,5.0
559,Lindy Waters III\waterli01,SG,24,OKC,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
560,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
560,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
560,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
561,Trendon Watford\watfotr01,SF,21,POR,31,0,12.2,1.8,3.1,.588,0.0,0.3,.000,1.8,2.8,.655,.588,0.7,1.1,.697,0.8,2.2,3.0,1.0,0.3,0.5,0.7,1.7,4.4
562,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
563,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,0,6.6,1.2,2.0,.600,0.0,0.2,.000,1.2,1.8,.667,.600,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.2,0.2,0.6,1.4,2.8
564,Russell Westbrook\westbru01,PG,33,LAL,56,56,34.6,6.9,15.9,.436,1.0,3.4,.301,5.9,12.4,.474,.469,3.4,5.1,.670,1.4,6.4,7.8,7.6,1.1,0.3,4.0,3.0,18.3
565,Coby White\whiteco01,PG,21,CHI,37,13,27.8,4.8,10.8,.445,2.2,5.8,.381,2.6,5.0,.519,.548,1.4,1.7,.841,0.3,2.7,3.0,2.6,0.5,0.3,1.3,2.3,13.3
