Date,Team,Acquired,Relinquished,Notes
2021-03-03,Lakers,,• Alex Caruso,placed on IL with neck spasms
2021-03-03,Lakers,,• LeBron James,placed on IL with sore left ankle
2021-03-03,Mavericks,,• Luka Doncic,placed on IL with tightness in lower back
2021-03-03,Pistons,,• Jerami Grant,placed on IL with bruised left quadricep
2021-03-03,Thunder,• Darius Miller,,activated from IL
2021-03-03,Warriors,,• Kelly Oubre Jr.,placed on IL with sprained left wrist
2021-03-03,Thunder,,• Josh Hall,placed on IL with sore left knee
2021-03-04,Knicks,• Elfrid Payton,,activated from IL
2021-03-04,Suns,,• Cameron Johnson,placed on IL with NBA health and safety protocols
2021-03-04,Warriors,,• Draymond Green,placed on IL with sore left ankle
2021-03-04,Bucks,• Jaylen Adams,,activated from IL
2021-03-05,Pistons,• Blake Griffin,,activated from IL
2021-03-10,Celtics,• Marcus Smart,,activated from IL
2021-03-10,Hawks,• Clint Capela,,activated from IL
2021-03-10,Kings,• Tyrese Haliburton,,activated from IL
2021-03-10,Mavericks,• Luka Doncic,,activated from IL
2021-03-10,Nets,,• Blake Griffin,placed on IL with left knee injury
2021-03-10,Pistons,• Frank Jackson,,activated from IL
2021-03-10,Pistons,• Jerami Grant,,activated from IL
2021-03-10,Spurs,,• LaMarcus Aldridge,placed on IL with NBA health and safety protocols
2021-03-10,Spurs,• Derrick White,,activated from IL
2021-03-10,Spurs,• Rudy Gay,,activated from IL
2021-03-10,Timberwolves,,• Jordan McLaughlin,placed on IL with NBA health and safety protocols
2021-03-10,Warriors,• Draymond Green,,activated from IL
2021-03-10,Warriors,• Kelly Oubre Jr.,,activated from IL
2021-03-11,76ers,,• Ben Simmons,placed on IL with NBA health and safety protocols
2021-03-11,76ers,,• Joel Embiid,placed on IL with NBA health and safety protocols
2021-03-11,Bucks,• Mamadi Diakite,,activated from IL
2021-03-11,Bulls,,• Chandler Hutchison,placed on IL with right leg injury
2021-03-11,Bulls,• Chandler Hutchison,,activated from IL
2021-03-11,Bulls,• Lauri Markkanen,,activated from IL
2021-03-11,Bulls,• Otto Porter Jr.,,activated from IL
2021-03-11,Cavaliers,• Larry Nance Jr.,,activated from IL
2021-03-11,Celtics,,• Romeo Langford,placed on IL with NBA health and safety protocols
2021-03-11,Grizzlies,• Grayson Allen,,activated from IL
2021-03-11,Lakers,,• Kostas Antetokounmpo,placed on IL with NBA health and safety protocols
2021-03-11,Lakers,• Alex Caruso,,activated from IL
2021-03-11,Magic,,• James Ennis III,placed on IL with left calf injury
2021-03-11,Magic,• Aaron Gordon,,activated from IL
2021-03-11,Nets,• Jeff Green,,activated from IL
2021-03-11,Nuggets,• Facundo Campazzo,,activated from IL
2021-03-11,Pelicans,,• J.J. Redick,placed on IL with right heel injury
2021-03-11,Pistons,• Delon Wright,,activated from IL
2021-03-11,Rockets,,• John Wall (Hildred),placed on IL with bruised left knee
2021-03-11,Rockets,,• Rodions Kurucs,placed on IL with strained left oblique muscle
2021-03-11,Spurs,• Devin Vassell,,activated from IL
2021-03-11,Thunder,,• Darius Bazley,placed on IL with left shoulder injury
2021-03-12,76ers,• Joel Embiid,,activated from IL
2021-03-12,Cavaliers,,• Darius Garland,placed on IL with strained left groin
2021-03-12,Cavaliers,,• Taurean Prince,placed on IL with left shoulder injury
2021-03-12,Cavaliers,• Kevin Love,,activated from IL
2021-03-12,Lakers,,• Jared Dudley,placed on IL with right knee injury
2021-03-12,Lakers,• LeBron James,,activated from IL
2021-03-12,Nuggets,,• JaMychal Green,placed on IL with stomach illness
2021-03-12,Nuggets,• Markus Howard,,activated from IL
2021-03-12,Nuggets,• Paul Millsap,,activated from IL
2021-03-12,Rockets,,• Eric Gordon,placed on IL with strained right groin (out for season)
2021-03-12,Rockets,,• P.J. Tucker,placed on IL with NBA health and safety protocols
2021-03-12,Thunder,,• Shai Gilgeous-Alexander,placed on IL with bruised left quadricep
2021-03-13,76ers,,• Joel Embiid,placed on IL with bone bruise in left knee
2021-03-13,Bucks,• Jordan Nwora,,activated from IL
2021-03-13,Bulls,,• Garrett Temple,placed on IL with sprained left ankle
2021-03-13,Cavaliers,,• Matthew Dellavedova,placed on IL with appendectomy
2021-03-13,Clippers,,• Patrick Beverley,placed on IL with sore right knee
2021-03-13,Knicks,,• Elfrid Payton,placed on IL with right hamstring injury
2021-03-13,Nuggets,,• Monte Morris,placed on IL with strained left quadriceps
2021-03-13,Nuggets,• JaMychal Green,,activated from IL
2021-03-13,Pacers,• Caris LeVert,,activated from IL
2021-03-14,76ers,• Ben Simmons,,activated from IL
2021-03-14,Cavaliers,• Darius Garland,,activated from IL
2021-03-14,Clippers,,• Mfiondu Kabengele,placed on IL with NBA health and safety protocols
2021-03-14,Hawks,,• Clint Capela,placed on IL with heel injury
2021-03-14,Hawks,,• Onyeka Okongwu,placed on IL with right adductor injury
2021-03-14,Magic,,• Evan Fournier,placed on IL with strained left groin
2021-03-14,Thunder,,• Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols
2021-03-14,Thunder,• Shai Gilgeous-Alexander,,activated from IL
2021-03-15,Bucks,,• Axel Toupane,placed on IL with NBA health and safety protocols
2021-03-15,Clippers,,• Serge Ibaka,placed on IL with tightness in lower back
2021-03-15,Clippers,• Mfiondu Kabengele,,activated from IL
2021-03-15,Grizzlies,,• Justise Winslow,placed on IL with left hip injury
2021-03-15,Grizzlies,• Sean McDermott,,activated from IL
2021-03-15,Mavericks,,• Dwight Powell,placed on IL with illness
2021-03-15,Mavericks,• Tyrell Terry,,activated from IL
2021-03-15,Nets,• Timothe Luwawu-Cabarrot,,activated from IL
2021-03-15,Pacers,,• Jeremy Lamb,placed on IL with sore left knee
2021-03-15,Pistons,,• Wayne Ellington,placed on IL with strained right groin
2021-03-15,Spurs,,• Keita Bates-Diop,placed on IL with strained right hamstring
2021-03-16,Blazers,,• Keljin Blevins,placed on IL
2021-03-16,Blazers,• C.J. McCollum,,activated from IL
2021-03-16,Bulls,• Devon Dotson,,activated from IL
2021-03-16,Cavaliers,,• Kevin Love,placed on IL with right calf injury
2021-03-16,Celtics,,• Tristan Thompson,placed on IL with NBA health and safety protocols
2021-03-16,Mavericks,,• James Johnson,placed on IL with NBA health and safety protocols
2021-03-16,Rockets,,• David Nwaba,placed on IL with sprained right wrist (out for season)
2021-03-16,Rockets,• John Wall (Hildred),,activated from IL
2021-03-16,Thunder,• Sviatoslav Mykhailiuk / Svi Mykhailiuk,,activated from IL
2021-03-16,Timberwolves,,• Jarrett Culver,placed on IL with left big toe injury
2021-03-17,Celtics,,• Kemba Walker,placed on IL with left knee injury
2021-03-17,Grizzlies,,• Sean McDermott,placed on IL
2021-03-17,Grizzlies,• Justise Winslow,,activated from IL
2021-03-17,Kings,,• Marvin Bagley III,placed on IL with fractured left hand
2021-03-17,Kings,• Hassan Whiteside,,activated from IL
2021-03-17,Kings,• Robert Woodard II,,activated from IL
2021-03-17,Mavericks,• Dwight Powell,,activated from IL
2021-03-17,Raptors,,• Jalen Harris,placed on IL
2021-03-17,Raptors,• Fred VanVleet,,activated from IL
2021-03-17,Raptors,• Malachi Flynn,,activated from IL
2021-03-17,Raptors,• Pascal Siakam,,activated from IL
2021-03-17,Raptors,• Patrick McCaw,,activated from IL
2021-03-17,Rockets,• Christian Wood,,activated from IL
2021-03-17,Warriors,,• Eric Paschall,placed on IL with NBA health and safety protocols
2021-03-17,Warriors,,• James Wiseman,placed on IL with NBA health and safety protocols
2021-03-18,Blazers,• Harry Giles III,,activated from IL
2021-03-18,Bulls,,• Devon Dotson,placed on IL with NBA health and safety protocols
2021-03-18,Hawks,• Clint Capela,,activated from IL
2021-03-18,Hawks,• Onyeka Okongwu,,activated from IL
2021-03-18,Jazz,,• Mike Conley Jr.,placed on IL with right hamstring injury
2021-03-18,Knicks,,• Immanuel Quickley,placed on IL with sore left ankle
2021-03-18,Magic,• Evan Fournier,,activated from IL
2021-03-18,Mavericks,,• Willie Cauley-Stein,placed on IL with NBA health and safety protocols
2021-03-18,Nuggets,• R.J. Hampton,,activated from IL
2021-03-18,Raptors,• Ogugua Anunoby / O.G. Anunoby,,activated from IL
2021-03-19,76ers,,• Seth Curry,placed on IL with sprained left ankle
2021-03-19,Cavaliers,,• JaVale McGee,placed on IL with illness
2021-03-19,Celtics,• Kemba Walker,,activated from IL
2021-03-19,Heat,• Trevor Ariza,,activated from IL
2021-03-19,Hornets,,• Cody Zeller,placed on IL with bursitis in left shoulder
2021-03-19,Jazz,• Mike Conley Jr.,,activated from IL
2021-03-19,Kings,,• Jahmi'us Ramsey,placed on IL with strained right hamstring
2021-03-19,Lakers,• Kostas Antetokounmpo,,activated from IL
2021-03-19,Lakers,• Marc Gasol,,activated from IL
2021-03-19,Magic,,• Michael Carter-Williams,placed on IL with illness
2021-03-19,Pacers,,• JaKarr Sampson,placed on IL with sore left knee
2021-03-19,Pacers,• Jeremy Lamb,,activated from IL
2021-03-19,Pistons,,• Rodney McGruder,placed on IL with sprained right elbow
2021-03-19,Timberwolves,• Jarrett Culver,,activated from IL
2021-03-19,Wizards,,• Davis Bertans,placed on IL with strained right calf
2021-03-20,Bucks,• Axel Toupane,,activated from IL
2021-03-20,Bucks,• P.J. Tucker,,activated from IL
2021-03-20,Hawks,,• Brandon Goodwin,placed on IL with illness
2021-03-20,Lakers,,• Marc Gasol,placed on IL with conditioning
2021-03-20,Warriors,,• Kevon Looney,placed on IL with NBA health and safety protocols
2021-03-21,Cavaliers,• JaVale McGee,,activated from IL
2021-03-21,Hawks,• Brandon Goodwin,,activated from IL
2021-03-21,Hornets,,• LaMelo Ball,placed on IL with fractured right wrist
2021-03-21,Knicks,• Immanuel Quickley,,activated from IL
2021-03-21,Knicks,• Mitchell Robinson,,activated from IL
2021-03-21,Lakers,,• LeBron James,placed on IL with right high ankle sprain
2021-03-21,Lakers,• Marc Gasol,,activated from IL
2021-03-21,Magic,,• Mohamed Bamba / Mo Bamba,placed on IL with right big toe injury
2021-03-21,Magic,,• Terrence Ross,placed on IL with sore right knee
2021-03-21,Magic,• James Ennis III,,activated from IL
2021-03-21,Magic,• Michael Carter-Williams,,activated from IL
2021-03-21,Nets,• Blake Griffin,,activated from IL
2021-03-21,Nuggets,,• Greg Whittington,placed on IL with sore left knee
2021-03-21,Pacers,• JaKarr Sampson,,activated from IL
2021-03-21,Rockets,,• D.J. Augustine,placed on IL with stomach illness
2021-03-21,Suns,• Cameron Johnson,,activated from IL
2021-03-21,Warriors,• Kevon Looney,,activated from IL
2021-03-22,Bucks,,• Giannis Antetokounmpo,placed on IL with sprained left knee
2021-03-22,Bulls,• Devon Dotson,,activated from IL
2021-03-22,Celtics,,• Kemba Walker,placed on IL with left knee injury
2021-03-22,Hawks,• De'Andre Hunter,,activated from IL
2021-03-22,Knicks,• Derrick Rose,,activated from IL
2021-03-22,Pacers,,• Malcolm Brogdon,placed on IL with sore lower back
2021-03-22,Pacers,,• Myles Turner,placed on IL with sprained left ankle
2021-03-22,Raptors,• Jalen Harris,,activated from IL
2021-03-22,Rockets,,• Victor Oladipo,placed on IL with right quadricep injury
2021-03-22,Rockets,• D.J. Augustine,,activated from IL
2021-03-23,Blazers,,• Anfernee Simons,placed on IL with NBA health and safety protocols
2021-03-23,Blazers,,• Nassir Little,placed on IL with NBA health and safety protocols
2021-03-23,Blazers,• Keljin Blevins,,activated from IL
2021-03-23,Celtics,• Kemba Walker,,activated from IL
2021-03-23,Knicks,• Elfrid Payton,,activated from IL
2021-03-23,Magic,,• Chasson Randle,placed on IL with left groin injury
2021-03-23,Mavericks,• James Johnson,,activated from IL
2021-03-23,Nets,,• Alize Johnson,placed on IL with NBA health and safety protocols
2021-03-23,Suns,,• Abdel Nader,placed on IL with sore right knee
2021-03-23,Warriors,,• Stephen Curry,placed on IL with bruised tailbone
2021-03-23,Warriors,• Eric Paschall,,activated from IL
2021-03-23,Warriors,• James Wiseman,,activated from IL
2021-03-24,Bucks,,• Bryn Forbes,placed on IL with toe injury
2021-03-24,Bucks,• Giannis Antetokounmpo,,activated from IL
2021-03-24,Bulls,• Garrett Temple,,activated from IL
2021-03-24,Cavaliers,,• Collin Sexton,placed on IL with right hamstring injury
2021-03-24,Hornets,• Cody Zeller,,activated from IL
2021-03-24,Kings,• Chimezie Metu,,activated from IL
2021-03-24,Magic,• Chasson Randle,,activated from IL
2021-03-24,Magic,• Mohamed Bamba / Mo Bamba,,activated from IL
2021-03-24,Nets,,• Landry Shamet,placed on IL with sprained right ankle
2021-03-24,Nets,• Alize Johnson,,activated from IL
2021-03-24,Pacers,• Malcolm Brogdon,,activated from IL
2021-03-24,Pacers,• Myles Turner,,activated from IL
2021-03-24,Pistons,• Wayne Ellington,,activated from IL
2021-03-24,Raptors,,• Patrick McCaw,placed on IL with left knee injury
2021-03-24,Thunder,,• Shai Gilgeous-Alexander,placed on IL with plantar fasciitis in right foot (out for season)
2021-03-24,Timberwolves,• Jordan McLaughlin,,activated from IL
2021-03-25,76ers,• Seth Curry,,activated from IL
2021-03-25,Blazers,• Anfernee Simons,,activated from IL
2021-03-25,Blazers,• Nassir Little,,activated from IL
2021-03-25,Celtics,,• Semi Ojeleye,placed on IL with left side injury
2021-03-25,Heat,,• K.Z. Okpala,placed on IL with NBA health and safety protocols
2021-03-25,Knicks,,• Reggie Bullock,placed on IL with sprained right ankle
2021-03-25,Spurs,• LaMarcus Aldridge,,activated from IL
2021-03-25,Thunder,• Meyers Leonard,,activated from IL
2021-03-25,76ers,,• Ignas Brazdeikis / Iggy Brazdeikis,placed on IL with NBA health and safety protocols
2021-03-25,Hawks,,• Louis Williams / Lou Williams,placed on IL with NBA health and safety protocols
2021-03-26,Blazers,,• Damian Lillard,placed on IL with bruised left knee
2021-03-26,Blazers,• Jusuf Nurkic,,activated from IL
2021-03-26,Bucks,,• Bobby Portis,placed on IL with NBA health and safety protocols
2021-03-26,Bucks,,• P.J. Tucker,placed on IL with strained left calf
2021-03-26,Bucks,• Bryn Forbes,,activated from IL
2021-03-26,Cavaliers,,• Isaiah Hartenstein,placed on IL with NBA health and safety protocols
2021-03-26,Celtics,,• Evan Fournier,placed on IL with NBA health and safety protocols
2021-03-26,Grizzlies,• Sean McDermott,,activated from IL
2021-03-26,Hawks,,• De'Andre Hunter,placed on IL with sore right knee
2021-03-26,Jazz,,• Matt Thomas,placed on IL with NBA health and safety protocols
2021-03-26,Magic,,• Jeff Teague,placed on IL with NBA health and safety protocols
2021-03-26,Magic,,• Otto Porter Jr.,placed on IL with NBA health and safety protocols
2021-03-26,Magic,,• R.J. Hampton,placed on IL with NBA health and safety protocols
2021-03-26,Magic,,• Wendell Carter Jr.,placed on IL with NBA health and safety protocols
2021-03-26,Mavericks,,• Luka Doncic,placed on IL with tightness in lower back
2021-03-26,Mavericks,,• Nicolo Melli,placed on IL with NBA health and safety protocols
2021-03-26,Nuggets,,• Aaron Gordon,placed on IL with NBA health and safety protocols
2021-03-26,Nuggets,,• Gary Clark Jr.,placed on IL with NBA health and safety protocols
2021-03-26,Nuggets,,• JaVale McGee,placed on IL with NBA health and safety protocols
2021-03-26,Pelicans,,• James Johnson,placed on IL with NBA health and safety protocols
2021-03-26,Pelicans,,• Wesley Iwundu / Wes Iwundu,placed on IL with NBA health and safety protocols
2021-03-26,Pistons,,• Dennis Smith Jr.,placed on IL with spine injury
2021-03-26,Pistons,• Hamidou Diallo,,activated from IL
2021-03-26,Pistons,• Rodney McGruder,,activated from IL
2021-03-26,Raptors,,• DeAndre' Bembry,placed on IL with NBA health and safety protocols
2021-03-26,Raptors,,• Paul Watson,placed on IL with NBA health and safety protocols
2021-03-26,Rockets,,• Kelly Olynyk,placed on IL with NBA health and safety protocols
2021-03-26,Timberwolves,,• Josh Okogie,placed on IL with NBA health and safety protocols
2021-03-27,Blazers,,• Nassir Little,placed on IL with sprained right thumb
2021-03-27,Cavaliers,,• Jarrett Allen,placed on IL with concussion
2021-03-27,Cavaliers,• Collin Sexton,,activated from IL
2021-03-27,Cavaliers,• Isaiah Hartenstein,,activated from IL
2021-03-27,Celtics,,• Kemba Walker,placed on IL with left knee injury
2021-03-27,Clippers,,• Rajon Rondo,placed on IL with right adductor injury
2021-03-27,Clippers,• Patrick Beverley,,activated from IL
2021-03-27,Jazz,,• Mike Conley Jr.,placed on IL with right hamstring injury
2021-03-27,Jazz,• Matt Thomas,,activated from IL
2021-03-27,Knicks,,• Julius Randle,placed on IL with left thigh injury
